review_id,package_id,selection_type,stratum,document_id,title,anio,dimension_id,dimension,page,quote,source_path,source_sha256,interpellation_evidence,review_status,literal_verified,relevance,recommended_action,reviewer_note,reviewer,reviewed_at
gobernanza_multinivel:dimension:P3:desafios:1,gobernanza_multinivel,dimension_coverage,"{""period_id"": ""P3"", ""dimension"": ""desafios""}",https://hdl.handle.net/11362/68686,Información climática disponible y recomendaciones para su uso en la inversión pública en los países del COSEFIN/SICA,2023,6577,desafios,105,"Por estas capas de análisis con incertidumbre y retos metodológicos, los resultados de los escenarios climáticos y socioeconómicos a largo plazo deben interpretarse como tendencias y magnitudes relativas, no como predicciones ni como magnitudes exactas.",fase2/corpus/resultados/json/doc_68686.json,1d16694b98a43dca75d1343ae7c003d306357a116d0a2cccf98efe99b5010877,,pending,,,,,,
gobernanza_multinivel:dimension:P3:propuestas_politica:1,gobernanza_multinivel,dimension_coverage,"{""period_id"": ""P3"", ""dimension"": ""propuestas_politica""}",https://hdl.handle.net/11362/68796,Geospatial information management to support sustainable development in Caribbean small island developing States. Policy Brief,2023,6743,propuestas_politica,3,"Geospatial information management systems are indispensable tools for the collection of data to measure, monitor, plan, manage and evaluate the implementation of global agreements, notably the 2030 Agenda and its Sustainable Development Goals (SDGs), the Sendai Framework for Disaster Risk Reduction, the Paris Agreement, the New Urban Agenda and the United Nations Programmes of Action for Small Island Developing States.",fase2/corpus/resultados/json/doc_68796.json,ebac08f60e641063725b3a5ae979fe073b00a8b17a7d0c3b1b7fcd7cbf47ee98,,pending,,,,,,
gobernanza_multinivel:interpellation:P1:articulacion_actores:No:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P1"", ""criterion"": ""articulacion_actores"", ""verdict"": ""No""}",https://hdl.handle.net/11362/43123,Políticas públicas sectoriales para el cambio climático en América Latina: una aproximación,2017,2266,desafios,21,"la distinción entre las medidas de mitigación y adaptación del sector forestal es tenue, ya que las medidas de mitigación como la conservación de bosques, también pueden considerarse como una medida de adaptación.",fase2/corpus/resultados/json/doc_43123.json,906e260c88d790d1bbbef151c92949f2a529d2a6a47f99d93bbb1efdc21f0278,"El documento menciona tangencialmente la necesidad de articular las políticas públicas sectoriales y coordinar la acción entre sectores (p. 7, 28), pero no propone ni describe ningún mecanismo, plataforma, consejo o espacio institucional con nombre propio para la coordinación de actores dentro del ámbito regional de América Latina. Los comités de eficiencia energética de El Salvador (p. 18) o las coordinaciones técnicas de estudio se mencionan únicamente de pasada como ejemplos, y el texto general recurre a declaraciones genéricas de 'deber ser' ('se requiere combinar y construir paquetes de políticas', p. 28) sin nombrar instrumentos de articulación multiactor.",pending,,,,,,
gobernanza_multinivel:interpellation:P1:articulacion_actores:Parcial:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P1"", ""criterion"": ""articulacion_actores"", ""verdict"": ""Parcial""}",https://hdl.handle.net/11362/37791,El desafío de la sostenibilidad ambiental en América Latina y el Caribe. Textos seleccionados 2012-2014,2015,783,desafios,127,"los resultados muestran que las obras marítimas actuales y las que se diseñen próximamente sin considerar factores de cambio a largo plazo, verán su fiabilidad reducida en torno al 60% (en términos medios en 2070) de la actualidad en gran parte de la región, excepto en gran parte del caribe interior, aunque en estas zonas las acciones de cálculo serán por tormentas tropicales principalmente",fase2/corpus/resultados/json/doc_37791.json,36418d9ba81d451dba1c54329e4262db01f5ef151853b4614d42aae2ed1cb390,"El documento menciona actores específicos (gobiernos, CEPAL, sociedad civil) pero no nombra un mecanismo/institución con nombre propio para coordinar entre ellos dentro del ámbito de aplicación (América Latina y el Caribe). La cooperación interregional se menciona como deseable (p.36) pero sin un mecanismo institucional concreto propuesto para el ámbito analizado. No hay evidencia de un consejo, plataforma o proceso de planificación con nombre propio que articule a múltiples actores en la región.",pending,,,,,,
gobernanza_multinivel:interpellation:P1:articulacion_actores:Sí:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P1"", ""criterion"": ""articulacion_actores"", ""verdict"": ""Sí""}",https://hdl.handle.net/11362/44162,Acompañamiento técnico y fortalecimiento de capacidades de los productores agropecuarios en el contexto del cambio climático en Costa Rica: líneas de acción para la revitalización del servicio de extensión agropecuaria del Ministerio de Agricultura y Ganadería (MAG),2018,2551,brechas_implementacion,23,servicios de asistencia técnica proveídos por la DNEA equivalen a aproximadamente el 24%,fase2/corpus/resultados/json/doc_44162.json,b04824dccfc4ef2c51522b8a9db8df85cb0de628ab5de31b07ce8cfaa682fb8a,"Nombra mecanismos de gobernanza vigentes y propuestos con nombre propio dentro del ámbito nacional: los Comités Sectoriales Locales (COSELES), los Comités Sectoriales Regionales Agropecuarios (CSRA) (p. 39), las 'mesas agroclimáticas' (p. 29) y el convenio formal MAG-MEP para integrar a los Colegios Técnicos Profesionales (p. 42).",pending,,,,,,
gobernanza_multinivel:interpellation:P1:como_hacerlo_concreto:No:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P1"", ""criterion"": ""como_hacerlo_concreto"", ""verdict"": ""No""}",https://hdl.handle.net/11362/39781,Medidas de adaptación y mitigación frente al cambio climático en América Latina y el Caribe: Una revisión general,2015,1373,avances_implementacion,24,Existe en América Latina y el Caribe un importante desarrollo institucional y de políticas públicas para atender el desafío del cambio climático.,fase2/corpus/resultados/json/doc_39781.json,4771c95d18d48c90b9b8c82913a12c0a3f05d7847b803d4955afcc7cd467e1ce,"El capítulo final ofrece conclusiones y orientaciones sectoriales, pero no contiene una lista propia de recomendaciones operativas con ítems individualmente evaluables. Las listas detalladas de medidas aparecen en cuadros comparativos y anexos que reproducen o sintetizan planes y comunicaciones nacionales, no en una sección normativa de cierre del documento.",pending,,,,,,
gobernanza_multinivel:interpellation:P1:como_hacerlo_concreto:Parcial:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P1"", ""criterion"": ""como_hacerlo_concreto"", ""verdict"": ""Parcial""}",https://hdl.handle.net/11362/39842,Adaptación al cambio climático en América Latina y el Caribe,2015,1411,propuestas_politica,39,"La información para el apoyo a las decisiones, sea para políticas públicas o para acciones privadas, proviene de una cadena de conocimiento normalmente integrada por: instituciones y científicos que generan el conocimiento básico",fase2/corpus/resultados/json/doc_39842.json,811568e05f40e7ba368034982232f5278bb498bfcb03939f5911db9671ced002,"El cierre formula orientaciones concretas sobre integración, evaluación, coordinación, ordenamiento territorial e información, pero varias permanecen en el nivel de llamado general y no identifican instrumento, responsable o procedimiento verificable. Se evalúa solo la voz normativa del cierre y no las medidas descritas como casos de terceros.",pending,,,,,,
gobernanza_multinivel:interpellation:P1:como_hacerlo_concreto:Sí:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P1"", ""criterion"": ""como_hacerlo_concreto"", ""verdict"": ""Sí""}",https://hdl.handle.net/11362/41173,Informe anual sobre el progreso y los desafíos regionales de la Agenda 2030 para el Desarrollo Sostenible en América Latina y el Caribe,2017,1859,propuestas_politica,40,"La posición de la región no puede ser la de regresar al statu quo anterior en el sistema internacional, sino que se deben redefinir las reglas del juego de la hiperglobalización mediante el fortalecimiento de la coordinación macroeconómica, las reglas multilaterales de comercio —prestando especial atención a los temas del desarrollo— y los avances en las negociaciones en torno al cambio climático.",fase2/corpus/resultados/json/doc_41173.json,b7578bb1f49ece2f5699db8d6be7602cb0b8d28070ed6825b32a7f3d64de45a4,"La unidad de cierre seleccionada es la sección formal 'Conclusiones' del capítulo II, páginas PDF 64–65. Sus tres unidades normativas completas tienen objetos identificables: escoger o crear instituciones con funciones de coordinación; orientar política, recursos, alianzas, informes, monitoreo y evaluación; e identificar e implementar acciones catalíticas o de aceleración que produzcan resultados en varios ODS.",pending,,,,,,
gobernanza_multinivel:interpellation:P2:articulacion_actores:No:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P2"", ""criterion"": ""articulacion_actores"", ""verdict"": ""No""}",https://hdl.handle.net/11362/48122,Panorama de los planes de acción climática en ciudades de América Latina y el Caribe,2022,5796,desafios,41,"En ese sentido, los asuntos relacionados con gobernanza y participación ciudadana sobresalen como factores clave para articular las políticas climáticas, acelerar su implementación y definir una hoja de ruta en el largo plazo.",fase2/corpus/resultados/json/doc_48122.json,23133120dd30cb935ae2142047ed32760e6974a4f64c5c7c97caec30c73f7486,"El documento identifica gobernanza, participación y coordinación como dimensiones relevantes, pero no acredita un mecanismo nombrado de articulación dentro de las ciudades analizadas. El chequeo negativo es que no se encuentra un consejo, plataforma, mesa o proceso multiactor propio del ámbito que coordine la ejecución de las medidas; la colaboración CEPAL-CC35 corresponde a la elaboración del estudio y no a la gobernanza de los PAC.",pending,,,,,,
gobernanza_multinivel:interpellation:P2:articulacion_actores:Parcial:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P2"", ""criterion"": ""articulacion_actores"", ""verdict"": ""Parcial""}",https://hdl.handle.net/11362/47109,Impacto de las medidas y/o tecnologías de Remoción de Dióxido de Carbono sobre los Objetivos de Desarrollo Sostenible en América Latina y el Caribe: Resumen para responsables de políticas,2021,5173,propuestas_politica,16,"Los gobiernos de América Latina y el Caribe podrían desempeñar un rol activo en el diseño y seguimiento de la investigación, el desarrollo y el despliegue de DACCS, BECCS y otras opciones de RDC, a nivel nacional, regional e internacional.",fase2/corpus/resultados/json/doc_47109.json,d548a692f7c512b413a1de0b18e80a1ce2326016e3d74b1916a561b821323a5a,"El documento propone plataformas y programas de trabajo colaborativos y menciona la coordinación de gobiernos y partes interesadas, pero no identifica un mecanismo institucional con nombre propio dentro del ámbito de aplicación de ALC. El Artículo 6 es un marco internacional de financiamiento, no un mecanismo regional de articulación de actores.",pending,,,,,,
gobernanza_multinivel:interpellation:P2:articulacion_actores:Sí:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P2"", ""criterion"": ""articulacion_actores"", ""verdict"": ""Sí""}",https://hdl.handle.net/11362/46227,Construir un nuevo futuro: una recuperación transformadora con igualdad y sostenibilidad,2020,4593,propuestas_politica,194,"Promover la circularidad implica diseñar y fabricar productos que tengan una vida útil más larga y que puedan actualizarse, repararse, reutilizarse, reacondicionarse o remanufacturarse.",fase2/corpus/resultados/json/doc_46227.json,a89d1c59c71ffeafd05958847e1cdef685e33c97f2fb1a342a917884bb6d6ce4,"La articulación no queda en una lista de actores: el documento nombra mecanismos de coordinación dentro de su ámbito regional. La Conferencia Estadística de las Américas aparece como instancia concreta para coordinar oficinas y producir definiciones comunes, y el cierre añade pactos políticos y sociales.",pending,,,,,,
gobernanza_multinivel:interpellation:P2:como_hacerlo_concreto:No:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P2"", ""criterion"": ""como_hacerlo_concreto"", ""verdict"": ""No""}",https://hdl.handle.net/11362/48122,Panorama de los planes de acción climática en ciudades de América Latina y el Caribe,2022,5796,desafios,41,"En ese sentido, los asuntos relacionados con gobernanza y participación ciudadana sobresalen como factores clave para articular las políticas climáticas, acelerar su implementación y definir una hoja de ruta en el largo plazo.",fase2/corpus/resultados/json/doc_48122.json,23133120dd30cb935ae2142047ed32760e6974a4f64c5c7c97caec30c73f7486,"La unidad correcta es el cierre normativo de Reflexiones finales, no las listas de acciones descritas dentro de los PAC de terceros. Los tres ítems normativos del cierre son orientaciones generales y no identifican instrumento, entregable, responsable, plazo o métrica suficiente; por ello la mayoría no pasa el test de concreción. El documento no ofrece una lista operativa propia de implementación.",pending,,,,,,
gobernanza_multinivel:interpellation:P2:como_hacerlo_concreto:Parcial:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P2"", ""criterion"": ""como_hacerlo_concreto"", ""verdict"": ""Parcial""}",https://hdl.handle.net/11362/45046,Study on trends in energy efficiency in selected Caribbean countries,2019,3600,avances_implementacion,23,"It is very high in Guyana (around 30%) but has been decreasing significantly in Guyana since
2000 (by more than 35 points)(Figure 17).",fase2/corpus/resultados/json/doc_45046.json,0358dde0bdd2d016420fd2e17b7042bbf1e99531afcc69491e49a535f82851b0,"La voz normativa propia del cierre institucional del documento se concentra en los tres párrafos/bullets de la sección C de la Introducción (p. 11), donde se proponen directrices para la sostenibilidad del sistema de indicadores energéticos. De los 3 ítems analizados de manera exhaustiva, 2 pasan el test de concreción al especificar instrumentos operativos precisos (institucionalización del proceso de recolección en ministerios para alimentar la base de datos BIEE, y complementación metodológica mediante vinculación con evaluaciones bottom-up de programas), mientras que 1 ítem se califica como genérico al limitarse a un diagnóstico de brecha informativa sin definir instrumento, plazo ni responsable.",pending,,,,,,
gobernanza_multinivel:interpellation:P2:como_hacerlo_concreto:Sí:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P2"", ""criterion"": ""como_hacerlo_concreto"", ""verdict"": ""Sí""}",https://hdl.handle.net/11362/47534,Salud y cambio climático: metodologías y políticas públicas,2021,5218,desafios,42,las características particulares del clima en las ciudades se denomina clima urbano. uno de los fenómenos del clima urbano que se presenta en las grandes urbes con efectos adversos a la salud son las islas de calor,fase2/corpus/resultados/json/doc_47534.json,d0aeb91892a470f47aa25e809c5ace2b5f5acf466dd8003bc11243014912be41,"El cierre traduce el diagnóstico en acciones sobre información, vigilancia, adaptación, hospitales, reducción del riesgo y género.",pending,,,,,,
gobernanza_multinivel:interpellation:P3:articulacion_actores:No:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P3"", ""criterion"": ""articulacion_actores"", ""verdict"": ""No""}",https://hdl.handle.net/11362/80746,Estimación del precio social del carbono para la evaluación de la inversión pública en el Perú,2024,7130,brechas_implementacion,35,"No obstante, esta información se encuentra altamente disgregada, donde no fue posible acceder a las trayectorias sectoriales modeladas integradas ni sus contribuciones a la meta de reducción nacional.",fase2/corpus/resultados/json/doc_80746.json,3627bed4477b84a21de140882dba4b078ca735319fa19ceeee0178afd2bd3566,"El texto menciona coordinación entre CEPAL y el Ministerio de Economía y Finanzas, pero esa relación corresponde a la elaboración y asistencia técnica del estudio, no a un mecanismo nombrado de gobernanza de la acción climática dentro del ámbito peruano. Chequeo negativo explícito: no se identifica en el cierre un consejo, mesa, plataforma o proceso multiactor vigente o propuesto para coordinar la implementación del precio social del carbono.",pending,,,,,,
gobernanza_multinivel:interpellation:P3:articulacion_actores:Parcial:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P3"", ""criterion"": ""articulacion_actores"", ""verdict"": ""Parcial""}",https://hdl.handle.net/11362/82426,El impacto del cambio climático en la pobreza infantil y juvenil de América Latina,2025,390,desafios,37,Resulta difícil imaginar que impactos de esta magnitud puedan ser atendidos con reformas marginales o sin que se generen fuertes presiones sociales y posibles conflictos,fase2/pilot/doc11_pobreza_infantil.json,391985833121f39ce00c9f0bd212fa2cdd46fa188da5b116fddf5653289757da,"El documento nombra actores por tipo de entidad y con detalle —sector privado, organismos y fondos multilaterales, instituciones financieras, ministerios de economía, autoridades fiscales, de salud y de educación (p.42)—, pero no nombra ningún mecanismo, plataforma, consejo o proceso de coordinación con nombre propio entre ellos, que es lo que el §1.2 exige para un Sí. El instrumento más cercano es la recomendación de partir por 'unas CDN sensibles a la niñez' (p.41): las CDN sí pertenecen al ámbito de aplicación del documento (son instrumentos nacionales de los países analizados), pero son un vehículo genérico de compromisos climáticos, no un mecanismo de articulación entre actores con nombre propio, y la formulación queda en 'esto podría empezar por'. Nombrar quiénes deberían coordinarse, sin el mecanismo que los coordina, topea el veredicto en Parcial.",pending,,,,,,
gobernanza_multinivel:interpellation:P3:articulacion_actores:Sí:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P3"", ""criterion"": ""articulacion_actores"", ""verdict"": ""Sí""}",https://hdl.handle.net/11362/89774,Agenda 2030 en América Latina y el Caribe: ¿cómo acelerar el paso hacia su cumplimiento en la nueva era de incertidumbre y fragmentación geopolítica?,2026,8217,propuestas_politica,79,"Para acelerar las metas 6.a y 6.b, es preciso vincular la cooperación a programas nacionales con carteras territoriales y proyectos estandarizados, respaldados por ventanillas financieras coordinadas que permitan combinar fuentes y reducir los riesgos.",fase2/corpus/resultados/json/doc_89774.json,7f89b3e582880f0ccad439521146a05845174929f77d3a68fd10e60e3e9228b5,"El informe identifica mecanismos regionales y territoriales con nombre propio que articulan actores dentro de su ámbito: el Acuerdo de Escazú, las comisiones de la cuenca del Sixaola, los Diálogos Regionales del Agua y la Comunidad de Práctica de los exámenes nacionales voluntarios. No se acredita por la mera enumeración de actores: los mecanismos tienen reglas, sesiones, comisiones, planes, aprendizaje o participación institucionalizada.",pending,,,,,,
gobernanza_multinivel:interpellation:P3:como_hacerlo_concreto:No:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P3"", ""criterion"": ""como_hacerlo_concreto"", ""verdict"": ""No""}",https://hdl.handle.net/11362/49053,Estándares y certificaciones internacionales voluntarias en materia de minería sostenible en los países andinos,2023,6424,avances_implementacion,36,La verificación independiente por parte de terceros consta de dos etapas,fase2/corpus/resultados/json/doc_49053.json,bafce2a778393057c498a795ca0eeb326ab9867a20e698211e4d6d4db6921a54,"La unidad correcta es la sección IV, en voz normativa propia y completa. Sus recomendaciones son sustantivas, pero la mayoría formula marcos o capacidades generales sin instrumento, entregable, responsable o plazo identificable. Solo el ítem de métricas/indicadores y banderas rojas nombra objetos operativos suficientes; la lista completa no alcanza mayoría de concreción.",pending,,,,,,
gobernanza_multinivel:interpellation:P3:como_hacerlo_concreto:Parcial:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P3"", ""criterion"": ""como_hacerlo_concreto"", ""verdict"": ""Parcial""}",https://hdl.handle.net/11362/81886,Empleos verdes y sistemas de protección social: aportes a la transformación del modelo de desarrollo,2025,7708,avances_implementacion,34,Esta transversalidad de responsabilidades también se refleja en las políticas e instrumentos múltiples que se revisarán en lo que sigue en este capítulo.,fase2/corpus/resultados/json/doc_81886.json,26a6a6bfdc9fd7b66a49e3d19ec817fee140267f3d82f10b6fa87b7d45128b9f,"No hay lista numerada formal de recomendaciones; orientaciones distribuidas en Cap. III (III.A-III.D) y sintetizadas en Cap. IV (4 síntesis). De estas 4, 2 pasan el test (transversalidad/participación, fortalecimiento de activos de vulnerables con enfoque específico) y 2 son genéricas.",pending,,,,,,
gobernanza_multinivel:interpellation:P3:como_hacerlo_concreto:Sí:1,gobernanza_multinivel,interpellation_contrast,"{""period_id"": ""P3"", ""criterion"": ""como_hacerlo_concreto"", ""verdict"": ""Sí""}",https://hdl.handle.net/11362/80727,América Latina y el Caribe ante las trampas del desarrollo: transformaciones indispensables y cómo gestionarlas,2024,496,brechas_implementacion,239,"el gráfico VI.12 destaca no solo la alta concentración de las exportaciones de la bioeconomía de la región en productos básicos... sino también que dicha concentración se ha incrementado, al pasar del 49,1%... al 57,6%... En el otro extremo destaca la baja participación de las exportaciones de la bioeconomía avanzada y la caída de su importancia relativa, del 7,7%... al 5,9%.",fase2/pilot/doc14_trampas_desarrollo.json,688d49ea0a654acd154f845e3326bd35946952a92b9484d32784cd549adc8947,"El documento no presenta una lista numerada única de recomendaciones climáticas, sino que organiza el ""cómo hacerlo"" en mecanismos e instrumentos nombrados a lo largo del Capítulo VI y de la sección de financiamiento del Capítulo VII, la mayoría con cifras u organizaciones verificables, aunque los cuadros de capacidades TOPP que cierran cada sección son notablemente más genéricos.",pending,,,,,,
gobernanza_multinivel:multinivel:P1:1,gobernanza_multinivel,multilevel_candidate,"{""period_id"": ""P1"", ""application_level_id"": ""multinivel""}",https://hdl.handle.net/11362/39360,Emisiones de gases de efecto invernadero y mitigación en el sector residuos. La economía del cambio climático en la Argentina,2015,1253,desafios,45,"Sabiendo que en el año 2001 el 43% de la población estaba conectada a una red cloacal pública, en la proyección se consideró que en el 2010 ese porcentaje pasará al 50% y llegará al 85% en el año 2050",fase2/corpus/resultados/json/doc_39360.json,e7609740d01e54d0c2d0d874c9e7c9136f3d9eccdf5abf02969666c2e51a2ee8,,pending,,,,,,
gobernanza_multinivel:multinivel:P2:1,gobernanza_multinivel,multilevel_candidate,"{""period_id"": ""P2"", ""application_level_id"": ""multinivel""}",https://hdl.handle.net/11362/48097,"Climate action guidelines 2022–2030: City of Belmopan, Belize",2022,5671,propuestas_politica,38,A3. Develop a Climate Risk Management Plan.,fase2/corpus/resultados/json/doc_48097.json,addec883533a4d20581dd86f13dcc8e2aefec0816520cee4b31be9bab1e800f5,,pending,,,,,,
gobernanza_multinivel:multinivel:P3:1,gobernanza_multinivel,multilevel_candidate,"{""period_id"": ""P3"", ""application_level_id"": ""multinivel""}",https://hdl.handle.net/11362/48823,América Latina y el Caribe en la mitad del camino hacia 2030: avances y propuestas de aceleración,2023,6293,propuestas_politica,109,"Con un monto de inversiones anuales equivalente al 1,3% del PIB regional durante una década, se lograría la universalización de la cobertura eléctrica, un aumento de la integración eléctrica regional, una reducción estimada del 31,5% de las emisiones de CO2 gracias al incremento de las energías renovables en la generación eléctrica, y la creación de 7 millones de nuevos empleos verdes, con sus correspondientes ingresos familiares (CEPAL, 2020a).",fase2/corpus/resultados/json/doc_48823.json,71f93badd90070c97c6d6cd6e312736c7b626187ea55fbce1b8a12ed799fd88c,,pending,,,,,,
