documento_id,titulo,campo,valor_original,candidatos,requiere_revision,decision,observacion,estado
https://hdl.handle.net/11362/39840,Ocho tesis sobre el cambio climático y el desarrollo sostenible en América Latina,paises,"América Latina y el Caribe en conjunto, con desagregación por país en cuadros y gráficos: encuestas de gasto de los hogares de Argentina, Brasil, Chile, Colombia, Costa Rica, El Salvador, México, Nicaragua y Uruguay (Gráficos 8-12), y datos de emisiones/tasa de motorización de Argentina, Bolivia, Brasil, Chile, Colombia, Cuba, Ecuador, El Salvador, Guatemala, Haití, Honduras, Jamaica, México, Nicaragua, Panamá, Paraguay, Perú, República Dominicana, Trinidad y Tobago, Uruguay y Venezuela.",argentina:Argentina | bolivia:Bolivia (Estado Plurinacional de) | brasil:Brasil | chile:Chile | colombia:Colombia | costa_rica:Costa Rica | cuba:Cuba | ecuador:Ecuador | el_salvador:El Salvador | guatemala:Guatemala | haiti:Haití | honduras:Honduras | jamaica:Jamaica | mexico:México | nicaragua:Nicaragua | panama:Panamá | paraguay:Paraguay | peru:Perú | republica_dominicana:República Dominicana | uruguay:Uruguay | venezuela:Venezuela (República Bolivariana de),False,,,pendiente
https://hdl.handle.net/11362/39840,Ocho tesis sobre el cambio climático y el desarrollo sostenible en América Latina,subregiones,"América Latina y el Caribe en conjunto, con desagregación por país en cuadros y gráficos: encuestas de gasto de los hogares de Argentina, Brasil, Chile, Colombia, Costa Rica, El Salvador, México, Nicaragua y Uruguay (Gráficos 8-12), y datos de emisiones/tasa de motorización de Argentina, Bolivia, Brasil, Chile, Colombia, Cuba, Ecuador, El Salvador, Guatemala, Haití, Honduras, Jamaica, México, Nicaragua, Panamá, Paraguay, Perú, República Dominicana, Trinidad y Tobago, Uruguay y Venezuela.",alc:América Latina y el Caribe | caribe:Caribe,False,,,pendiente
https://hdl.handle.net/11362/39840,Ocho tesis sobre el cambio climático y el desarrollo sostenible en América Latina,sectores,"Clima físico (proyecciones IPCC-CMIP5), energía y transporte (consumo y elasticidad de la demanda de gasolina), consumo de los hogares por quintil de ingreso, sector agropecuario, salud (contaminación atmosférica urbana) y macroeconomía/pobreza (elasticidades crecimiento-pobreza-desigualdad).",agricultura:Agricultura | energia:Energía | transporte:Transporte | salud:Salud | proteccion_social:Protección social,False,,,pendiente
https://hdl.handle.net/11362/39840,Ocho tesis sobre el cambio climático y el desarrollo sostenible en América Latina,organizaciones,"Países de la OCDE (excluyendo Chile y México) como referente de comparación de elasticidades de la demanda de gasolina (Cuadro 3, p.26); Estados Unidos, Australia, España, Italia, Noruega, Países Bajos, Dinamarca y República de Corea como referentes de tasa de motorización de países desarrollados (Gráfico 15, p.25).",ipcc:IPCC | ocde:OCDE,False,,,pendiente
https://hdl.handle.net/11362/42230,The rise of green bonds: Financing for development in Latin America and the Caribbean,autoria,"Helvia Velloso (ECLAC Washington Office), bajo la supervisión de Inés Bustillo; con la colaboración de Thomas Játiva en la investigación",Helvia Velloso (ECLAC Washington Office) | bajo la supervisión de Inés Bustillo | con la colaboración de Thomas Játiva en la investigación,True,,,pendiente
https://hdl.handle.net/11362/42230,The rise of green bonds: Financing for development in Latin America and the Caribbean,tipo_documento,"Estudio técnico / informe de análisis de mercado (serie LC/WAS/TS, ECLAC Washington Office)",estudio_tecnico:Estudio técnico,False,,,pendiente
https://hdl.handle.net/11362/42230,The rise of green bonds: Financing for development in Latin America and the Caribbean,ambito_aplicacion,"América Latina y el Caribe en conjunto, con desagregación empírica a nivel de ocho jurisdicciones emisoras entre diciembre de 2014 y agosto de 2017: Argentina, Brasil, Chile, Colombia, Costa Rica, México, Perú y un emisor supranacional centroamericano (CABEI); incluye un caso subnacional (Ciudad de México) y un caso de banca multilateral con foco regional (B-Bond de la IIC/BID para un proyecto en Uruguay).",regional:Regional | subregional:Subregional | subnacional:Subnacional,True,,,pendiente
https://hdl.handle.net/11362/42230,The rise of green bonds: Financing for development in Latin America and the Caribbean,paises,"América Latina y el Caribe en conjunto, con desagregación empírica a nivel de ocho jurisdicciones emisoras entre diciembre de 2014 y agosto de 2017: Argentina, Brasil, Chile, Colombia, Costa Rica, México, Perú y un emisor supranacional centroamericano (CABEI); incluye un caso subnacional (Ciudad de México) y un caso de banca multilateral con foco regional (B-Bond de la IIC/BID para un proyecto en Uruguay).",argentina:Argentina | brasil:Brasil | chile:Chile | colombia:Colombia | costa_rica:Costa Rica | mexico:México | peru:Perú | uruguay:Uruguay,False,,,pendiente
https://hdl.handle.net/11362/42230,The rise of green bonds: Financing for development in Latin America and the Caribbean,subregiones,"América Latina y el Caribe en conjunto, con desagregación empírica a nivel de ocho jurisdicciones emisoras entre diciembre de 2014 y agosto de 2017: Argentina, Brasil, Chile, Colombia, Costa Rica, México, Perú y un emisor supranacional centroamericano (CABEI); incluye un caso subnacional (Ciudad de México) y un caso de banca multilateral con foco regional (B-Bond de la IIC/BID para un proyecto en Uruguay).",alc:América Latina y el Caribe | caribe:Caribe,False,,,pendiente
https://hdl.handle.net/11362/42230,The rise of green bonds: Financing for development in Latin America and the Caribbean,sectores,"Mercado de capitales y financiamiento para el desarrollo, con foco en bonos etiquetados como ""verdes"" o alineados con criterios climáticos (""climate-aligned"") que financian proyectos de energía renovable, eficiencia energética, transporte sostenible, gestión de agua y saneamiento, silvicultura sostenible y conservación de biodiversidad, control de contaminación, e infraestructura multisectorial.",agua:Agua y recursos hídricos | energia:Energía | transporte:Transporte | finanzas:Finanzas y financiamiento | ecosistemas:Ecosistemas y biodiversidad,False,,,pendiente
https://hdl.handle.net/11362/42230,The rise of green bonds: Financing for development in Latin America and the Caribbean,organizaciones,"China, Estados Unidos, Francia, el Reino Unido y Polonia como referentes del tamaño y evolución del mercado global de bonos verdes (p.19-21); el Banco Europeo de Inversiones y el Banco Mundial como emisores fundacionales del mercado en 2007 (p.11); organismos normativos internacionales citados como fuente de estándares voluntarios (Green Bond Principles de ICMA, Climate Bonds Initiative) y la OCDE como fuente de proyecciones globales de inversión climática — todos citados como marco o comparación externa, no como sujeto de análisis regional.",ocde:OCDE | banco_mundial:Banco Mundial,False,,,pendiente
https://hdl.handle.net/11362/42355,Economía del Cambio Climático en Honduras: documento técnico 2017,autoria,"Karina Caballero (autora principal), en el marco de la iniciativa Economía del Cambio Climático en Centroamérica (ECC CA) de la CEPAL, con el apoyo de la Secretaría de Energía, Recursos Naturales, Ambiente y Minas de Honduras (MiAmbiente+), el Banco Interamericano de Desarrollo (BID) y el Nordic Development Fund (NDF)",Karina Caballero (autora principal) | en el marco de la iniciativa Economía del Cambio Climático en Centroamérica (ECC CA) de la CEPAL | con el apoyo de la Secretaría de Energía | Recursos Naturales | Ambiente | Minas de Honduras (MiAmbiente+) | el Banco Interamericano de Desarrollo (BID) | el Nordic Development Fund (NDF),False,,,pendiente
https://hdl.handle.net/11362/42355,Economía del Cambio Climático en Honduras: documento técnico 2017,tipo_documento,"Documento técnico institucional de la serie ""La Economía del Cambio Climático en Centroamérica"" (ECC CA) — estudio cuantitativo de impactos y costos económicos del cambio climático a escala nacional (Honduras), con proyecciones a 2100 bajo los escenarios climáticos B2 y A2 en ocho ámbitos sectoriales (macroeconomía/demografía, clima, recursos hídricos/hidroelectricidad, agricultura, ecosistemas, salud, emisiones de GEI y costos económicos agregados)",estudio_tecnico:Estudio técnico,False,,,pendiente
https://hdl.handle.net/11362/42355,Economía del Cambio Climático en Honduras: documento técnico 2017,ambito_aplicacion,"Honduras a nivel nacional, con desagregación departamental en los capítulos de clima, agua, agricultura y salud (18 departamentos); el documento aplica al caso hondureño la metodología de la serie regional ""La Economía del Cambio Climático en Centroamérica"" (ECC CA) de la CEPAL.",subregional:Subregional | nacional:Nacional | subnacional:Subnacional | multinivel:Multinivel,True,,,pendiente
https://hdl.handle.net/11362/42355,Economía del Cambio Climático en Honduras: documento técnico 2017,paises,"Honduras a nivel nacional, con desagregación departamental en los capítulos de clima, agua, agricultura y salud (18 departamentos); el documento aplica al caso hondureño la metodología de la serie regional ""La Economía del Cambio Climático en Centroamérica"" (ECC CA) de la CEPAL.",honduras:Honduras,False,,,pendiente
https://hdl.handle.net/11362/42355,Economía del Cambio Climático en Honduras: documento técnico 2017,subregiones,"Honduras a nivel nacional, con desagregación departamental en los capítulos de clima, agua, agricultura y salud (18 departamentos); el documento aplica al caso hondureño la metodología de la serie regional ""La Economía del Cambio Climático en Centroamérica"" (ECC CA) de la CEPAL.",centroamerica:Centroamérica,False,,,pendiente
https://hdl.handle.net/11362/42355,Economía del Cambio Climático en Honduras: documento técnico 2017,sectores,"Multisectorial: macroeconomía y demografía, cambio de uso de tierra, energía, clima (temperatura, precipitación, aridez, eventos extremos), recursos hídricos, hidroelectricidad, agricultura (granos básicos y café), seguridad alimentaria y nutricional, aseguramiento agropecuario, biodiversidad y ecosistemas, salud (enfermedades sensibles al clima), emisiones de gases de efecto invernadero y costos económicos agregados.",agricultura:Agricultura | agua:Agua y recursos hídricos | energia:Energía | salud:Salud | ecosistemas:Ecosistemas y biodiversidad,False,,,pendiente
https://hdl.handle.net/11362/42355,Economía del Cambio Climático en Honduras: documento técnico 2017,organizaciones,"Centroamérica (los otros seis países del SICA) como marco de comparación regional en emisiones, salud y proyectos MDL; la sede subregional de la CEPAL en México como coordinadora técnica de la iniciativa ECC CA; el Banco Interamericano de Desarrollo (BID) como agencia ejecutora de componentes de salud y financiamiento (NDF); COMISCA, la OPS, el Instituto de Meteorología de Cuba (INSMET) y el Instituto Nacional de Salud Pública de México (INSP) como cooperantes técnicos del componente salud; el Mecanismo de Desarrollo Limpio (MDL) y sus contrapartes internacionales (Finlandia, Japón, Suiza, Reino Unido, entre otros) como financiadores de los 32 proyectos de reducción de emisiones registrados hasta 2016 (p.199-201).",cepal:CEPAL | bid:BID,False,,,pendiente
https://hdl.handle.net/11362/46101,La tragedia ambiental de América Latina y el Caribe,autoria,"Nicolo Gligo (coordinador), Gisela Alonso, David Barkin, Antonio Brailovsky, Francisco Brzovic, Julio Carrizosa, Hernán Durán, Patricio Fernández, Gilberto Gallopín, José Leal, Margarita Marino de Botero, César Morales, Fernando Ortiz Monasterio, Daniel Panario, Walter Pengue, Manuel Rodríguez Becerra, Alejandro Rofman, René Saa, Héctor Sejenovich, Osvaldo Sunkel y José Villamil (los ""pensadores fundacionales del desarrollo sostenible"" convocados por la División de Desarrollo Sostenible y Asentamientos Humanos de la CEPAL)","Nicolo Gligo (coordinador) | Gisela Alonso | David Barkin | Antonio Brailovsky | Francisco Brzovic | Julio Carrizosa | Hernán Durán | Patricio Fernández | Gilberto Gallopín | José Leal | Margarita Marino de Botero | César Morales | Fernando Ortiz Monasterio | Daniel Panario | Walter Pengue | Manuel Rodríguez Becerra | Alejandro Rofman | René Saa | Héctor Sejenovich | Osvaldo Sunkel | José Villamil (los ""pensadores fundacionales del desarrollo sostenible"" convocados por la División de Desarrollo Sostenible | Asentamientos Humanos de la CEPAL)",False,,,pendiente
https://hdl.handle.net/11362/46101,La tragedia ambiental de América Latina y el Caribe,tipo_documento,"Libro institucional (Libros de la CEPAL N° 161) — compilación de ensayos independientes de veinte autores, insumo para el trigésimo octavo período de sesiones de la CEPAL",compilacion:Compilación,False,,,pendiente
https://hdl.handle.net/11362/46101,La tragedia ambiental de América Latina y el Caribe,ambito_aplicacion,"América Latina y el Caribe en su conjunto, con desagregaciones frecuentes por subregión (Mesoamérica y el Caribe, América del Sur, Cono Sur, países andinos, Centroamérica) y por país (México, Chile, Brasil, Argentina, Bolivia (Estado Plurinacional de), Ecuador, entre otros, en cuadros y gráficos).",regional:Regional | subregional:Subregional | nacional:Nacional,True,,,pendiente
https://hdl.handle.net/11362/46101,La tragedia ambiental de América Latina y el Caribe,paises,"América Latina y el Caribe en su conjunto, con desagregaciones frecuentes por subregión (Mesoamérica y el Caribe, América del Sur, Cono Sur, países andinos, Centroamérica) y por país (México, Chile, Brasil, Argentina, Bolivia (Estado Plurinacional de), Ecuador, entre otros, en cuadros y gráficos).",argentina:Argentina | bolivia:Bolivia (Estado Plurinacional de) | brasil:Brasil | chile:Chile | ecuador:Ecuador | mexico:México,False,,,pendiente
https://hdl.handle.net/11362/46101,La tragedia ambiental de América Latina y el Caribe,subregiones,"América Latina y el Caribe en su conjunto, con desagregaciones frecuentes por subregión (Mesoamérica y el Caribe, América del Sur, Cono Sur, países andinos, Centroamérica) y por país (México, Chile, Brasil, Argentina, Bolivia (Estado Plurinacional de), Ecuador, entre otros, en cuadros y gráficos).",alc:América Latina y el Caribe | centroamerica:Centroamérica | caribe:Caribe | cono_sur:Cono Sur,False,,,pendiente
https://hdl.handle.net/11362/46101,La tragedia ambiental de América Latina y el Caribe,sectores,"Transversal a política ambiental (explícita e implícita), ordenamiento territorial, teoría económica y cuentas nacionales, ciencia y tecnología, energía, agricultura y agricultura familiar, pueblos indígenas y campesinos, y cambio climático (mitigación y adaptación).",agricultura:Agricultura | energia:Energía,False,,,pendiente
https://hdl.handle.net/11362/46101,La tragedia ambiental de América Latina y el Caribe,organizaciones,"Se citan como referentes o contraparte externa: China (como socio comercial extractivo de la región), la Unión Europea y el G-20 (comparación de indicadores de crecimiento y medio ambiente), Estados Unidos, el Vaticano (Carta Encíclica Laudato si'), y marcos e informes globales de origen extrarregional (IPBES, IPCC, Acuerdo de París, Informe Brundtland) usados como fuente de datos o de encuadre teórico, no como sujeto de análisis del documento.",ipcc:IPCC,False,,,pendiente
https://hdl.handle.net/11362/46792,Reflexiones sobre la gestión del agua en América Latina y el Caribe. Textos seleccionados 2002-2020,autoria,"Andrei Jouravlev, Silvia Saravia Matus y Marina Gil Sevilla (compiladores). Autores de los textos originales compilados: M. Ballestero Vargas, J. Bautista Justo, G. Chávez, A. Dourojeanni, A. Embid, M. Hantke-Domas, A. Jouravlev, M. Liber-Justo, T. López Lee, L. Martín, L. Naranjo, H. Peña, F. Saulino, M. Solanes, B. Willaarts y E. Zegarra.",Andrei Jouravlev | Silvia Saravia Matus | Marina Gil Sevilla (compiladores). Autores de los textos originales compilados: M. Ballestero Vargas | J. Bautista Justo | G. Chávez | A. Dourojeanni | A. Embid | M. Hantke-Domas | A. Jouravlev | M. Liber-Justo | T. López Lee | L. Martín | L. Naranjo | H. Peña | F. Saulino | M. Solanes | B. Willaarts | E. Zegarra,True,,,pendiente
https://hdl.handle.net/11362/46792,Reflexiones sobre la gestión del agua en América Latina y el Caribe. Textos seleccionados 2002-2020,tipo_documento,"Compilación institucional de la colección ""Páginas Selectas de la CEPAL"", que reúne extractos de estudios elaborados entre 2002 y 2020 por la División de Recursos Naturales de la CEPAL, organizados en tres capítulos con múltiples obras fuente. El Capítulo I (gobernanza hídrica, gestión de cuencas, seguridad hídrica y conflictos por el agua) compila cuatro documentos de proyecto/serie distintos (Solanes y Jouravlev, 2005; Dourojeanni, Jouravlev y Chávez, 2002; Peña, 2016; Martín y Bautista Justo, 2015). El Capítulo II (derecho humano al agua potable y saneamiento, y regulación de sus servicios) compila dos (Bautista Justo, 2013; Hantke-Domas y Jouravlev, 2011). El Capítulo III (el Nexo entre el agua, la energía y la alimentación) compila seis estudios conceptuales y de caso (Embid y Martín, 2017; Ballestero y López, 2017; Naranjo y Willaarts, 2020; Peña, 2018; Saulino, 2011; Zegarra, 2018). El cambio climático no es el tema central de ninguna de las tres partes: aparece de forma dispersa como uno de varios factores de riesgo y estrés sobre la gestión hídrica, la generación hidroeléctrica y la seguridad alimentaria.",compilacion:Compilación,False,,,pendiente
https://hdl.handle.net/11362/46792,Reflexiones sobre la gestión del agua en América Latina y el Caribe. Textos seleccionados 2002-2020,ambito_aplicacion,"América Latina y el Caribe en su conjunto, con estudios de caso nacionales y subnacionales específicos: Chile (gobernanza hídrica y reforma del Código de Aguas de 2005; Nexo agua-energía-alimentación 1995-2017), Perú (valle de Ica: sobreexplotación de acuíferos, agroexportación y trasvase Choclococha; Ley de Recursos Hídricos de 2009), Costa Rica (cuenca alta del río Reventazón: interdependencia ICE-AyA-JASEC-SENARA), Argentina (conflictos interjurisdiccionales por el río Atuel, Laguna del Maule transfronteriza en la práctica, caso Tucumán/biocombustibles), Brasil (Agencia Nacional de Aguas, biocombustibles de caña de azúcar), México (Comisión Nacional de Agua, trasvases urbanos, precios de energía para bombeo agrícola), Bolivia (Cochabamba, Ley de la Década del Riego), y numerosos otros casos de país dispersos por capítulo.",regional:Regional | subregional:Subregional | nacional:Nacional | subnacional:Subnacional | multinivel:Multinivel,True,,,pendiente
https://hdl.handle.net/11362/46792,Reflexiones sobre la gestión del agua en América Latina y el Caribe. Textos seleccionados 2002-2020,paises,"América Latina y el Caribe en su conjunto, con estudios de caso nacionales y subnacionales específicos: Chile (gobernanza hídrica y reforma del Código de Aguas de 2005; Nexo agua-energía-alimentación 1995-2017), Perú (valle de Ica: sobreexplotación de acuíferos, agroexportación y trasvase Choclococha; Ley de Recursos Hídricos de 2009), Costa Rica (cuenca alta del río Reventazón: interdependencia ICE-AyA-JASEC-SENARA), Argentina (conflictos interjurisdiccionales por el río Atuel, Laguna del Maule transfronteriza en la práctica, caso Tucumán/biocombustibles), Brasil (Agencia Nacional de Aguas, biocombustibles de caña de azúcar), México (Comisión Nacional de Agua, trasvases urbanos, precios de energía para bombeo agrícola), Bolivia (Cochabamba, Ley de la Década del Riego), y numerosos otros casos de país dispersos por capítulo.",argentina:Argentina | bolivia:Bolivia (Estado Plurinacional de) | brasil:Brasil | chile:Chile | costa_rica:Costa Rica | mexico:México | peru:Perú,False,,,pendiente
https://hdl.handle.net/11362/46792,Reflexiones sobre la gestión del agua en América Latina y el Caribe. Textos seleccionados 2002-2020,subregiones,"América Latina y el Caribe en su conjunto, con estudios de caso nacionales y subnacionales específicos: Chile (gobernanza hídrica y reforma del Código de Aguas de 2005; Nexo agua-energía-alimentación 1995-2017), Perú (valle de Ica: sobreexplotación de acuíferos, agroexportación y trasvase Choclococha; Ley de Recursos Hídricos de 2009), Costa Rica (cuenca alta del río Reventazón: interdependencia ICE-AyA-JASEC-SENARA), Argentina (conflictos interjurisdiccionales por el río Atuel, Laguna del Maule transfronteriza en la práctica, caso Tucumán/biocombustibles), Brasil (Agencia Nacional de Aguas, biocombustibles de caña de azúcar), México (Comisión Nacional de Agua, trasvases urbanos, precios de energía para bombeo agrícola), Bolivia (Cochabamba, Ley de la Década del Riego), y numerosos otros casos de país dispersos por capítulo.",alc:América Latina y el Caribe | caribe:Caribe,False,,,pendiente
https://hdl.handle.net/11362/46792,Reflexiones sobre la gestión del agua en América Latina y el Caribe. Textos seleccionados 2002-2020,sectores,"Cobertura multisectorial: gobernanza y legislación de aguas, gestión de cuencas, seguridad hídrica, conflictos por el agua, derecho humano al agua potable y saneamiento, regulación económica y tarifaria de servicios públicos de agua, y el nexo intersectorial entre agua, energía (hidroelectricidad, biocombustibles, minería) y alimentación (riego, agroexportación).",agua:Agua y recursos hídricos | energia:Energía,False,,,pendiente
https://hdl.handle.net/11362/46792,Reflexiones sobre la gestión del agua en América Latina y el Caribe. Textos seleccionados 2002-2020,organizaciones,"Estados Unidos (jurisprudencia de derechos de agua, Tennessee Valley Authority, principios regulatorios de servicios públicos), España (Ley de Aguas de 1879, planificación por cuenca desde 1926), Francia (organismos de cuenca, contratos de ""délégation de service public""), la Unión Europea (Directiva Marco del Agua 2000/60/CE), y organismos internacionales (Banco Mundial, Global Water Partnership, OCDE, IPCC, ONU-Agua, Foro Económico Mundial) como referentes conceptuales y normativos incorporados al análisis regional, sin ser objeto de la propuesta de política del documento.",ipcc:IPCC | naciones_unidas:Naciones Unidas | ocde:OCDE | banco_mundial:Banco Mundial,False,,,pendiente
https://hdl.handle.net/11362/48603,Building a climate resilient power sector in the context of the Caribbean small island developing States' energy transition. Policy Brief,autoria,,,False,,,pendiente
https://hdl.handle.net/11362/48603,Building a climate resilient power sector in the context of the Caribbean small island developing States' energy transition. Policy Brief,tipo_documento,Policy Brief,policy_brief:Policy brief,False,,,pendiente
https://hdl.handle.net/11362/48603,Building a climate resilient power sector in the context of the Caribbean small island developing States' energy transition. Policy Brief,ambito_aplicacion,"Pequeños Estados insulares en desarrollo (SIDS) del Caribe, con CARICOM como marco institucional; no cubre América Latina continental",subregional:Subregional,True,,,pendiente
https://hdl.handle.net/11362/48603,Building a climate resilient power sector in the context of the Caribbean small island developing States' energy transition. Policy Brief,paises,"Pequeños Estados insulares en desarrollo (SIDS) del Caribe, con CARICOM como marco institucional; no cubre América Latina continental",,True,,,pendiente
https://hdl.handle.net/11362/48603,Building a climate resilient power sector in the context of the Caribbean small island developing States' energy transition. Policy Brief,subregiones,"Pequeños Estados insulares en desarrollo (SIDS) del Caribe, con CARICOM como marco institucional; no cubre América Latina continental",caribe:Caribe,False,,,pendiente
https://hdl.handle.net/11362/48603,Building a climate resilient power sector in the context of the Caribbean small island developing States' energy transition. Policy Brief,sectores,"Sector eléctrico (generación, transmisión y distribución, demanda) exclusivamente",,True,,,pendiente
https://hdl.handle.net/11362/48603,Building a climate resilient power sector in the context of the Caribbean small island developing States' energy transition. Policy Brief,organizaciones,"Estados Unidos (comparación de tarifas eléctricas; NREL y Rocky Mountain Institute como fuentes de marcos técnicos); Puerto Rico como caso ilustrativo de colapso de red; IEA, IRENA y Banco Mundial como fuentes de datos y metodologías",banco_mundial:Banco Mundial,False,,,pendiente
https://hdl.handle.net/11362/47745,Una década de acción para un cambio de época. Quinto informe sobre el progreso y los desafíos regionales de la Agenda 2030 para el Desarrollo Sostenible en América Latina y el Caribe,autoria,,,False,,,pendiente
https://hdl.handle.net/11362/47745,Una década de acción para un cambio de época. Quinto informe sobre el progreso y los desafíos regionales de la Agenda 2030 para el Desarrollo Sostenible en América Latina y el Caribe,tipo_documento,Informe de seguimiento intergubernamental (informe insignia de la CEPAL para el Foro de los Países de América Latina y el Caribe sobre el Desarrollo Sostenible),informe_insignia_panorama:Informe insignia o Panorama,False,,,pendiente
https://hdl.handle.net/11362/47745,Una década de acción para un cambio de época. Quinto informe sobre el progreso y los desafíos regionales de la Agenda 2030 para el Desarrollo Sostenible en América Latina y el Caribe,ambito_aplicacion,"Los 33 países de América Latina y el Caribe en su conjunto, con análisis diferenciado por subregiones: Centroamérica, México y República Dominicana; el Caribe (incluidos los pequeños Estados insulares en desarrollo); y América del Sur.",regional:Regional | subregional:Subregional,True,,,pendiente
